datetime;codigo_maquina;mac_address;cpu;ram;disco;mb_enviados;mb_recebidos;processos_ativos;tempo_boot;cpu_status;cpu_status_critico;ram_status;ram_status_critico;disco_status;disco_status_critico;mb_enviados_status;mb_enviados_status_critico;mb_recebidos_status;mb_recebidos_status_critico
2025-10-26 06:12:00;COD001;ac:f2:3c:00:8f:3f;26.242131323702505;64.47458716935037;44.48104637417778;46.447846052605875;27.53552881074804;351;1764241555.0;;;NORMAL;;;;;;;
2025-10-26 06:19:12;COD001;ac:f2:3c:00:8f:3f;21.02046763705411;58.75740655378632;47.66580717746009;36.60161433755033;6.400027171561729;350;1764241555.0;;;;;;;;;;
2025-10-26 06:26:24;COD001;ac:f2:3c:00:8f:3f;23.829048806491834;53.055633232953895;47.73063773162067;22.856803934171534;9.641452243517378;355;1764241555.0;;;;;;;;;;
2025-10-26 06:33:36;COD001;ac:f2:3c:00:8f:3f;31.19567431942283;66.72007940734674;54.131803361380896;29.504440200502174;10.336174716939565;352;1764241555.0;;;NORMAL;;;;;;;
2025-10-26 06:40:48;COD001;ac:f2:3c:00:8f:3f;30.33560215532742;55.884195231648334;45.880670545132446;22.436548590417587;16.43932436892736;348;1764241555.0;;;;;;;;;;
2025-10-26 06:48:00;COD001;ac:f2:3c:00:8f:3f;27.807207727323537;67.72016015649112;58.17132061790299;16.777602844836554;9.59501858144529;352;1764241555.0;;;NORMAL;;;;;;;
2025-10-26 06:55:12;COD001;ac:f2:3c:00:8f:3f;22.87639629155228;54.475525655773495;45.14134718854911;13.764912795571993;23.088665668526396;354;1764241555.0;;;;;;;;;;
2025-10-26 07:02:24;COD001;ac:f2:3c:00:8f:3f;23.24221382478015;73.54282517368685;56.85425516743575;55.557885793335124;22.45558271913962;353;1764241555.0;;;;CRITICO;;;;;;
2025-10-26 07:09:36;COD001;ac:f2:3c:00:8f:3f;21.82672339607698;60.36788571055907;43.95206425697658;43.814594236906814;26.126370581697664;348;1764241555.0;;;NORMAL;;;;;;;
2025-10-26 07:16:48;COD001;ac:f2:3c:00:8f:3f;22.462663780485975;53.60233770485563;47.07296130709883;29.700759562337257;8.322824500598038;346;1764241555.0;;;;;;;;;;
