datetime;codigo_maquina;mac_address;cpu;ram;disco;mb_enviados;mb_recebidos;processos_ativos;tempo_boot;cpu_status;cpu_status_critico;ram_status;ram_status_critico;disco_status;disco_status_critico;mb_enviados_status;mb_enviados_status_critico;mb_recebidos_status;mb_recebidos_status_critico
2025-10-26 00:12:00;COD001;ac:f2:3c:00:8f:3f;44.19846808883563;78.24115154498593;63.22041401547876;33.07438002890267;38.63568698851526;363;1764241555.0;;;;CRITICO;NORMAL;;;;;
2025-10-26 00:19:12;COD001;ac:f2:3c:00:8f:3f;36.91581265041493;71.68405071834633;51.071829610800215;29.31729255670483;38.127745125470014;364;1764241555.0;;;;CRITICO;;;;;;
2025-10-26 00:26:24;COD001;ac:f2:3c:00:8f:3f;79.71738604380097;100;67.75763847226636;52.32242073509709;49.18844068348829;360;1764241555.0;;CRITICO;;CRITICO;NORMAL;;;;;
2025-10-26 00:33:36;COD001;ac:f2:3c:00:8f:3f;67.15793600363372;71.47855439068495;59.17218511234365;27.8769626934588;23.081099992134135;363;1764241555.0;NORMAL;;;CRITICO;;;;;;
2025-10-26 00:40:48;COD001;ac:f2:3c:00:8f:3f;66.08348980444484;81.0675188953502;63.131040338259375;31.981531964207054;41.987106380156234;366;1764241555.0;NORMAL;;;CRITICO;NORMAL;;;;;
2025-10-26 00:48:00;COD001;ac:f2:3c:00:8f:3f;60.82106844582078;81.75827614114742;60.77616115881187;43.13254430413872;21.116710687596367;359;1764241555.0;NORMAL;;;CRITICO;NORMAL;;;;;
2025-10-26 00:55:12;COD001;ac:f2:3c:00:8f:3f;64.76536254006189;74.83090380561892;62.894865115587514;52.728413580720165;74.20795122259426;366;1764241555.0;NORMAL;;;CRITICO;NORMAL;;;;;CRITICO
2025-10-26 01:02:24;COD001;ac:f2:3c:00:8f:3f;58.70848594467549;79.83216841355772;59.69730342956782;41.77953160219796;60.2856928477664;360;1764241555.0;;;;CRITICO;;;;;NORMAL;
2025-10-26 01:09:36;COD001;ac:f2:3c:00:8f:3f;42.577267038037284;82.12837687303275;65.07947883637071;35.33908421113726;26.381376557045513;353;1764241555.0;;;;CRITICO;NORMAL;;;;;
2025-10-26 01:16:48;COD001;ac:f2:3c:00:8f:3f;47.671034279804374;76.71125756037193;57.223512995605724;21.121810995112256;52.84120719758635;361;1764241555.0;;;;CRITICO;;;;;;
