datetime;codigo_maquina;mac_address;cpu;ram;disco;mb_enviados;mb_recebidos;processos_ativos;tempo_boot;cpu_status;cpu_status_critico;ram_status;ram_status_critico;disco_status;disco_status_critico;mb_enviados_status;mb_enviados_status_critico;mb_recebidos_status;mb_recebidos_status_critico
2025-10-26 05:00:00;COD001;ac:f2:3c:00:8f:3f;18.647808481362716;47.431571111150404;42.941050860251465;26.45642388939396;6.057889849151315;354;1764241555.0;;;;;;;;;;
2025-10-26 05:07:12;COD001;ac:f2:3c:00:8f:3f;18.544029080789272;48.373249223293755;41.22062765369526;13.644115428867641;15.574279911348992;349;1764241555.0;;;;;;;;;;
2025-10-26 05:14:24;COD001;ac:f2:3c:00:8f:3f;16.107157472957233;47.30408203285502;42.79796609177479;18.260995189996386;16.52194640992084;345;1764241555.0;;;;;;;;;;
2025-10-26 05:21:36;COD001;ac:f2:3c:00:8f:3f;21.373611369195146;53.84344974169841;51.44387464213352;41.985698419662384;10.931252439736303;346;1764241555.0;;;;;;;;;;
2025-10-26 05:28:48;COD001;ac:f2:3c:00:8f:3f;18.89085134330949;57.82868694403273;51.3935436449157;40.57108789609329;6.954045038784526;343;1764241555.0;;;;;;;;;;
2025-10-26 05:36:00;COD001;ac:f2:3c:00:8f:3f;22.332468179645502;58.419753222304664;49.31170641610952;26.598591626806012;24.976225280428725;354;1764241555.0;;;;;;;;;;
2025-10-26 05:43:12;COD001;ac:f2:3c:00:8f:3f;28.353200446595118;62.959802594311334;56.78828053256164;32.9277815783391;26.957735043055646;346;1764241555.0;;;NORMAL;;;;;;;
2025-10-26 05:50:24;COD001;ac:f2:3c:00:8f:3f;22.895220581483663;55.18079719112708;44.0779288465978;34.92733960289996;18.438608155607568;351;1764241555.0;;;;;;;;;;
2025-10-26 05:57:36;COD001;ac:f2:3c:00:8f:3f;18.09335397491483;59.29813234932101;47.569506561838416;45.884854799250654;20.002494820614988;347;1764241555.0;;;;;;;;;;
2025-10-26 06:04:48;COD001;ac:f2:3c:00:8f:3f;22.07768375526022;56.02079243100458;48.80021873796917;17.894465094878722;14.208229400742317;351;1764241555.0;;;;;;;;;;
