datetime;codigo_maquina;mac_address;cpu;ram;disco;mb_enviados;mb_recebidos;processos_ativos;tempo_boot
2025-10-26 01:24:00;COD001;ac:f2:3c:00:8f:3f;78.55435871328271;83.17465587095344;62.60932180714483;49.51960355222465;59.42193031042461;365;1764241555.0
2025-10-26 01:31:12;COD001;ac:f2:3c:00:8f:3f;65.79472186571138;78.39496062177957;58.754613879306845;49.424227450962746;75.29505444381402;357;1764241555.0
2025-10-26 01:38:24;COD001;ac:f2:3c:00:8f:3f;80.89790222203563;84.27197575263042;60.69006068358185;42.01818198092133;25.511747764545593;355;1764241555.0
2025-10-26 01:45:36;COD001;ac:f2:3c:00:8f:3f;100;88.17317593582537;60.3077782351527;56.684533834879026;115.84519701142591;364;1764241555.0
2025-10-26 01:52:48;COD001;ac:f2:3c:00:8f:3f;40.662415273476476;55.797257774894405;42.61253826558111;32.7880791259771;37.170488913205745;355;1764241555.0
2025-10-26 02:00:00;COD001;ac:f2:3c:00:8f:3f;75.94047129753656;91.31178926281325;62.1388595359169;23.284365043882882;61.59182413124792;362;1764241555.0
2025-10-26 02:07:12;COD001;ac:f2:3c:00:8f:3f;31.44805260634206;66.44137723092956;54.78047222394339;22.784371334639804;36.799204686636706;355;1764241555.0
2025-10-26 02:14:24;COD001;ac:f2:3c:00:8f:3f;19.312834367810517;45.22469645495192;42.02838900745839;32.094801424015614;21.144159966201784;354;1764241555.0
2025-10-26 02:21:36;COD001;ac:f2:3c:00:8f:3f;19.38586470365521;41.51108210395283;40.49198299856014;9.98739711698801;23.217799043900136;349;1764241555.0
2025-10-26 02:28:48;COD001;ac:f2:3c:00:8f:3f;22.938802469763917;68.91785361976348;57.56716845474605;54.15465988054367;15.805556697950745;353;1764241555.0
